Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12003A_001,SE_A12003A_002,SE_A12003A_003,SE_A12003B_001,SE_A12003B_002,SE_A12003B_003,SE_A17005A_001,SE_A17005A_002,SE_A17005A_003,SE_A17005B_001,SE_A17005B_002,SE_A17005B_003,SE_A17006A_001,SE_A17006A_002,SE_A17006A_003,SE_A17006B_001,SE_A17006B_002,SE_A17006B_003,SE_A17006C_001,SE_A17006C_002,SE_A17006C_003,SE_A17006D_001,SE_A17006D_002,SE_A17006D_003,SE_A17006H_001,SE_A17006H_002,SE_A17006H_003
"39153","05000US39153","Summit County, Ohio","Summit County, Ohio","oh","050","00","ACSSF","0000089",,,,,"39","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14025,493,13532,13645,342,13303,146160,136024,10136,135933,127979,7954,230948,219049,11899,36981,31970,5011,567,467,100,7574,7276,298,4710,4301,409
"39155","05000US39155","Trumbull County, Ohio","Trumbull County, Ohio","oh","050","00","ACSSF","0000090",,,,,"39","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4795,393,4402,4783,180,4603,48985,45881,3104,44658,42211,2447,84281,79742,4539,7053,6376,677,184,159,25,483,468,15,1317,1259,58
"39157","05000US39157","Tuscarawas County, Ohio","Tuscarawas County, Ohio","oh","050","00","ACSSF","0000091",,,,,"39","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362,192,2170,2218,190,2028,24670,23420,1250,20997,20005,992,44663,42469,2194,364,340,24,34,34,0,168,168,0,928,928,0
"39159","05000US39159","Union County, Ohio","Union County, Ohio","oh","050","00","ACSSF","0000092",,,,,"39","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501,3,1498,1250,26,1224,14948,14474,474,12613,12302,311,25428,24667,761,527,523,4,121,121,0,1059,1046,13,406,370,36
"39161","05000US39161","Van Wert County, Ohio","Van Wert County, Ohio","oh","050","00","ACSSF","0000093",,,,,"39","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731,31,700,699,19,680,7566,7180,386,6709,6342,367,13803,13081,722,175,171,4,28,16,12,64,64,0,375,324,51
"39163","05000US39163","Vinton County, Ohio","Vinton County, Ohio","oh","050","00","ACSSF","0000094",,,,,"39","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,0,320,347,0,347,3164,2785,379,2696,2456,240,5758,5151,607,0,0,0,3,3,0,19,19,0,41,36,5
"39165","05000US39165","Warren County, Ohio","Warren County, Ohio","oh","050","00","ACSSF","0000095",,,,,"39","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6218,114,6104,5599,152,5447,60883,58130,2753,53380,50985,2395,104025,99610,4415,2667,2429,238,18,18,0,5790,5539,251,2445,2306,139
"39167","05000US39167","Washington County, Ohio","Washington County, Ohio","oh","050","00","ACSSF","0000096",,,,,"39","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673,12,1661,1582,96,1486,15033,14261,772,13000,12592,408,26919,25849,1070,190,178,12,217,174,43,232,232,0,231,194,37
"39169","05000US39169","Wayne County, Ohio","Wayne County, Ohio","oh","050","00","ACSSF","0000097",,,,,"39","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3243,366,2877,3529,452,3077,31709,30583,1126,26353,25181,1172,55220,53103,2117,867,779,88,131,131,0,665,622,43,973,935,38
"39171","05000US39171","Williams County, Ohio","Williams County, Ohio","oh","050","00","ACSSF","0000098",,,,,"39","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,53,882,837,20,817,9701,9202,499,8803,8384,419,17932,17079,853,37,29,8,42,42,0,158,143,15,684,609,75
"39173","05000US39173","Wood County, Ohio","Wood County, Ohio","oh","050","00","ACSSF","0000099",,,,,"39","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4892,46,4846,5498,7,5491,37260,35057,2203,34218,32471,1747,66278,62893,3385,2264,1926,338,90,57,33,1157,1143,14,3613,3380,233
"39175","05000US39175","Wyandot County, Ohio","Wyandot County, Ohio","oh","050","00","ACSSF","0000100",,,,,"39","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608,11,597,455,63,392,6060,5747,313,5325,5155,170,11157,10678,479,29,29,0,0,0,0,43,43,0,244,226,18
"49001","05000US49001","Beaver County, Utah","Beaver County, Utah","ut","050","00","ACSSF","0000013",,,,,"49","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,28,281,94,0,94,1670,1605,65,1114,1048,66,2720,2595,125,0,0,0,0,0,0,0,0,0,259,238,21
"49003","05000US49003","Box Elder County, Utah","Box Elder County, Utah","ut","050","00","ACSSF","0000014",,,,,"49","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1711,32,1679,1472,26,1446,13587,12923,664,10031,9396,635,22098,20892,1206,25,25,0,330,330,0,211,172,39,2111,1938,173
"49005","05000US49005","Cache County, Utah","Cache County, Utah","ut","050","00","ACSSF","0000015",,,,,"49","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4143,76,4067,4847,64,4783,33108,32123,985,25947,24782,1165,53620,51674,1946,443,386,57,256,237,19,1117,1083,34,5685,5435,250
"49007","05000US49007","Carbon County, Utah","Carbon County, Utah","ut","050","00","ACSSF","0000016",,,,,"49","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,1,617,590,0,590,5121,4807,314,4291,4099,192,8675,8181,494,101,101,0,129,120,9,49,49,0,1173,1107,66
"49009","05000US49009","Daggett County, Utah","Daggett County, Utah","ut","050","00","ACSSF","0000017",,,,,"49","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,16,12,0,12,200,197,3,96,96,0,296,293,3,0,0,0,0,0,0,0,0,0,3,3,0
"49011","05000US49011","Davis County, Utah","Davis County, Utah","ut","050","00","ACSSF","0000018",,,,,"49","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10850,405,10445,9529,286,9243,90890,87838,3052,70337,67990,2347,144964,140103,4861,2301,2152,149,789,789,0,3387,3290,97,14883,14424,459
"49013","05000US49013","Duchesne County, Utah","Duchesne County, Utah","ut","050","00","ACSSF","0000019",,,,,"49","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,41,576,532,23,509,5108,4776,332,3453,3250,203,7798,7368,430,23,23,0,317,250,67,73,73,0,620,525,95
"49015","05000US49015","Emery County, Utah","Emery County, Utah","ut","050","00","ACSSF","0000020",,,,,"49","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,22,351,260,0,260,2332,2177,155,1883,1853,30,4153,3968,185,0,0,0,51,51,0,4,4,0,201,191,10
"49017","05000US49017","Garfield County, Utah","Garfield County, Utah","ut","050","00","ACSSF","0000021",,,,,"49","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,10,160,178,30,148,1274,1238,36,1045,974,71,2158,2051,107,8,8,0,109,109,0,7,7,0,181,134,47
"49019","05000US49019","Grand County, Utah","Grand County, Utah","ut","050","00","ACSSF","0000022",,,,,"49","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,0,208,251,44,207,2828,2633,195,2365,2226,139,5083,4749,334,5,5,0,51,51,0,12,12,0,557,557,0
"49021","05000US49021","Iron County, Utah","Iron County, Utah","ut","050","00","ACSSF","0000023",,,,,"49","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1538,196,1342,2101,120,1981,12314,11408,906,10030,9552,478,20597,19385,1212,108,108,0,673,523,150,110,107,3,1778,1707,71
"49023","05000US49023","Juab County, Utah","Juab County, Utah","ut","050","00","ACSSF","0000024",,,,,"49","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,36,395,385,25,360,2715,2638,77,2025,1964,61,4465,4344,121,10,0,10,57,50,7,13,13,0,158,155,3
"49025","05000US49025","Kane County, Utah","Kane County, Utah","ut","050","00","ACSSF","0000025",,,,,"49","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,40,260,206,0,206,1655,1554,101,1628,1598,30,3019,2910,109,0,0,0,77,77,0,30,30,0,126,104,22
"49027","05000US49027","Millard County, Utah","Millard County, Utah","ut","050","00","ACSSF","0000026",,,,,"49","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,49,350,404,13,391,3250,3174,76,2461,2372,89,5030,4896,134,0,0,0,68,62,6,42,38,4,792,777,15
"49029","05000US49029","Morgan County, Utah","Morgan County, Utah","ut","050","00","ACSSF","0000027",,,,,"49","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,0,340,361,0,361,2905,2870,35,1960,1831,129,4753,4624,129,0,0,0,14,14,0,28,19,9,151,151,0
"49031","05000US49031","Piute County, Utah","Piute County, Utah","ut","050","00","ACSSF","0000028",,,,,"49","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,38,33,0,33,268,262,6,380,374,6,648,636,12,0,0,0,0,0,0,0,0,0,16,16,0
"49033","05000US49033","Rich County, Utah","Rich County, Utah","ut","050","00","ACSSF","0000029",,,,,"49","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,32,74,72,7,65,396,390,6,287,281,6,657,645,12,0,0,0,0,0,0,0,0,0,31,31,0
"49035","05000US49035","Salt Lake County, Utah","Salt Lake County, Utah","ut","050","00","ACSSF","0000030",,,,,"49","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30687,2136,28551,29172,1253,27919,324737,310996,13741,265159,253693,11466,481667,462865,18802,9187,8494,693,4561,3915,646,24110,23314,796,97778,92460,5318
"49037","05000US49037","San Juan County, Utah","San Juan County, Utah","ut","050","00","ACSSF","0000031",,,,,"49","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,23,541,540,13,527,3047,2777,270,2680,2470,210,3323,3253,70,20,20,0,2226,1850,376,19,11,8,257,221,36
"49039","05000US49039","Sanpete County, Utah","Sanpete County, Utah","ut","050","00","ACSSF","0000032",,,,,"49","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318,59,1259,1328,14,1314,6265,5883,382,5312,4901,411,10879,10132,747,7,4,3,103,95,8,23,23,0,862,813,49
"49041","05000US49041","Sevier County, Utah","Sevier County, Utah","ut","050","00","ACSSF","0000033",,,,,"49","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,39,611,633,61,572,5128,4868,260,3937,3766,171,8739,8314,425,33,33,0,99,93,6,20,20,0,365,343,22
"49043","05000US49043","Summit County, Utah","Summit County, Utah","ut","050","00","ACSSF","0000034",,,,,"49","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148,23,1125,963,5,958,12355,12052,303,9867,9659,208,20979,20484,495,197,197,0,94,94,0,432,432,0,2154,2095,59
"49045","05000US49045","Tooele County, Utah","Tooele County, Utah","ut","050","00","ACSSF","0000035",,,,,"49","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2140,173,1967,2155,159,1996,17175,15979,1196,13210,12427,783,27219,25622,1597,161,161,0,201,183,18,249,212,37,3483,3122,361
"49047","05000US49047","Uintah County, Utah","Uintah County, Utah","ut","050","00","ACSSF","0000036",,,,,"49","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,93,1129,994,49,945,9216,8520,696,6947,6567,380,14749,13872,877,67,53,14,851,722,129,85,85,0,1186,1013,173
"49049","05000US49049","Utah County, Utah","Utah County, Utah","ut","050","00","ACSSF","0000037",,,,,"49","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21179,677,20502,21594,451,21143,156202,149460,6742,113033,108219,4814,248772,238584,10188,1550,1463,87,1381,1226,155,4550,4198,352,30100,28759,1341
"49051","05000US49051","Wasatch County, Utah","Wasatch County, Utah","ut","050","00","ACSSF","0000038",,,,,"49","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,39,985,867,21,846,8026,7853,173,6725,6544,181,14147,13793,354,20,20,0,5,5,0,252,252,0,1797,1744,53
"49053","05000US49053","Washington County, Utah","Washington County, Utah","ut","050","00","ACSSF","0000039",,,,,"49","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4533,225,4308,4437,130,4307,36731,34937,1794,29667,27983,1684,59866,56986,2880,338,325,13,889,831,58,501,460,41,7352,6697,655
"49055","05000US49055","Wayne County, Utah","Wayne County, Utah","ut","050","00","ACSSF","0000040",,,,,"49","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,0,130,80,0,80,677,656,21,561,559,2,1187,1166,21,3,3,0,4,4,0,15,13,2,91,91,0
"49057","05000US49057","Weber County, Utah","Weber County, Utah","ut","050","00","ACSSF","0000041",,,,,"49","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7230,376,6854,6793,253,6540,66166,62830,3336,54751,52316,2435,108505,103646,4859,1340,1219,121,857,739,118,1644,1554,90,20521,19368,1153
